date,num_headnotes,num_opinions
2004-03-16,108,1995
2004-05-20,89,5090
2004-04-02,73,5630
2004-01-12,83,2454
2003-11-17,94,2731
2004-03-16,61,2982
2004-04-13,88,1993
2004-04-21,98,7300
2003-11-12,48,2417
2004-01-30,74,866
2003-12-11,53,3407
2004-01-26,58,3501
2003-12-22,68,4720
2004-04-15,48,4985
2003-11-07,44,3039
2004-01-12,61,3449
2004-01-05,61,2710
2004-01-30,54,5668
2004-03-23,50,3370
2004-05-10,60,2241
2004-06-08,52,2316
2004-05-19,51,4307
2004-05-17,68,7338
2004-05-04,62,2406
2004-04-21,115,3433
1984-05-14,76,1696
1985-05-21,78,2290
1985-04-11,83,3413
1985-03-04,61,2212
1985-10-31,47,4404
1985-12-03,58,2415
1985-07-11,71,2221
1985-12-10,49,2076
1986-01-06,35,372
1985-11-26,58,2333
1983-12-13,50,1896
1986-01-14,48,333
1984-11-01,77,1220
1985-06-27,109,2423
1985-12-31,63,5081
1985-08-01,54,1374
1985-12-16,46,1730
1985-12-17,45,1708
1985-07-18,43,2216
1985-08-01,49,2856
1985-11-19,46,3667
1984-11-15,60,3498
1984-10-18,62,3126
1985-10-24,42,1301
1985-09-17,47,630
1985-07-11,50,1020
1985-11-22,43,704
1985-10-03,43,729
1985-06-13,48,1539
1985-12-09,47,6046
1985-07-29,92,3054
1985-11-12,58,989
1985-10-23,92,1156
1985-06-11,71,1174
1985-08-15,111,819
1985-07-18,56,2163
1985-03-28,66,1648
1991-04-25,61,3229
1991-05-07,51,1714
1991-08-12,90,4851
1991-08-09,90,5120
1991-08-01,52,1468
1991-09-26,60,2488
1991-05-21,52,911
1991-05-13,92,3911
1991-06-12,57,1151
1991-08-02,48,2927
1991-07-09,38,3189
1991-07-09,39,4448
1991-06-28,50,1504
1991-04-11,58,263
1991-08-20,51,2855
1991-06-27,77,2179
1991-05-23,55,5881
1991-04-25,54,2513
1991-03-07,54,2026
1991-05-14,53,2539
1991-07-16,60,2387
1991-09-12,53,2871
1991-10-15,49,3704
1991-05-06,44,3540
1991-05-14,58,3651
1991-06-04,55,1509
1991-06-18,47,1681
2003-06-24,44,2722
2003-05-21,66,2531
2003-05-28,82,4707
2003-12-02,54,4823
2003-11-18,65,5570
2003-03-11,96,17561
2003-09-25,61,3420
2003-09-17,64,2870
2003-05-28,55,3445
2003-09-12,65,2220
2003-07-31,60,2986
2003-05-30,74,3538
2003-06-19,58,6929
2003-10-08,58,3266
2003-10-22,50,3537
2003-11-06,75,1167
2003-06-24,57,3577
2003-05-16,76,8262
2003-07-28,84,9038
2003-05-15,59,1551
2003-10-22,93,3868
2003-05-16,118,4260
2003-08-19,81,6618
1992-08-28,48,1053
1992-08-20,51,2416
1992-12-04,57,1579
1992-05-19,64,2303
1992-09-02,450,5803
1992-07-07,78,3642
1992-10-05,63,6424
1992-12-29,80,1589
1992-08-04,90,1927
1992-06-23,56,3946
1992-05-21,38,467
1992-02-26,42,864
1992-07-07,45,1464
1992-03-18,54,1976
1992-06-10,57,2795
1992-07-27,66,5900
1992-08-10,51,4380
1992-11-06,68,2389
1992-12-29,66,4157
1992-08-26,50,5428
1992-11-25,65,2925
1993-09-20,35,1395
1993-12-13,88,3197
1993-08-12,48,1122
1993-09-03,47,2887
1993-10-28,46,3243
1993-11-16,53,3046
1993-10-26,50,645
1993-12-07,60,2446
1993-06-25,45,4645
1994-01-06,47,3076
1993-03-01,56,2370
1993-07-26,55,2062
1993-07-28,48,3849
1993-12-08,55,2490
1993-08-10,53,3356
1993-10-26,71,2422
1993-09-13,49,8069
1993-12-10,49,3257
1993-10-28,81,1367
1993-11-10,50,3432
1994-01-03,53,798
1993-11-24,99,4190
1993-10-26,191,2087
1993-07-30,140,7945
1993-05-12,160,9571
1993-08-27,51,3265
1993-12-22,49,2320
1993-05-05,58,2372
1993-04-07,45,1044
1993-02-15,46,2292
1993-03-29,43,1059
1993-08-17,51,1549
1993-06-03,45,4200
1993-02-24,60,1088
1993-01-05,57,1264
1993-01-28,48,3640
1993-02-10,47,1206
1993-03-31,49,5153
1993-01-12,70,4438
1993-03-16,53,1793
1993-07-08,35,2251
1993-03-05,59,9220
1993-03-11,42,707
1993-03-29,46,3576
1993-02-26,73,2017
1993-01-07,51,1366
1993-06-22,62,2123
1993-06-14,112,4036
1992-12-18,112,6672
1993-06-23,93,2395
1993-05-10,72,4194
1993-08-10,83,4326
1922-04-12,43,768
1922-07-28,34,736
1922-04-11,30,1611
1923-03-07,36,1471
1923-04-11,34,4796
1922-01-05,43,770
1923-02-03,23,1064
1923-01,27,1218
1923-01,21,1321
1923-01,30,1245
1923-04-27,29,3003
1923-04-19,54,4298
1923-04-05,25,567
1922-03-15,29,1241
1923-01,32,419
1980-04-25,44,1113
1979-10-30,57,3791
1980-06-02,55,2048
1980-03-18,36,1663
1980-03-18,47,1124
1980-01-08,70,1746
1980-04-11,46,1120
1979-02-15,50,1518
1980-05-05,43,1226
1980-02-12,60,537
1980-05-13,62,886
1980-02-19,59,1831
1980-04-09,51,784
1980-07-31,42,203
1980-07-22,52,1080
1980-04-14,46,4309
1980-03-21,68,2513
1980-03-31,50,932
1980-08-05,57,1847
1980-03-27,49,3503
1979-05-29,57,1340
1980-05-29,50,369
1980-05-22,58,3183
1979-10-30,64,1207
1980-01-22,51,1409
1980-09-29,44,1729
1980-07-23,51,690
1980-07-15,46,1083
1980-02-12,55,940
1980-01-29,68,885
1980-05-06,91,2704
1980-04-15,61,1623
1980-05-19,80,1452
1980-08-05,130,1429
1980-09-02,42,687
1980-06-10,62,3049
1980-02-26,78,3495
1980-07-14,47,1886
1980-01-17,118,2584
1980-02-25,86,1270
1980-11-06,68,3469
1980-12-05,58,1174
1980-11-12,48,554
1980-10-28,52,2022
1980-10-02,54,776
1981-02-19,56,7552
1981-02-03,52,3880
1981-02-24,44,998
1980-12-31,43,1250
1980-08-19,66,577
1980-10-07,49,572
1980-12-30,41,1285
1980-10-07,66,988
1980-09-04,53,687
1981-01-08,53,782
1980-12-30,43,873
1980-06-17,44,964
1980-10-16,51,2025
1980-11-06,62,1761
1981-02-12,68,1464
1980-12-18,54,2190
1980-06-24,58,2922
1980-10-16,47,1455
1979-12-04,52,1776
1981-03-05,59,1613
1980-09-23,44,602
1981-02-20,64,2805
1980-06-12,116,1711
1979-10-23,63,4467
1980-12-01,50,1730
1980-12-05,75,1695
1980-11-06,120,2185
1980-12-16,47,1805
1980-12-16,53,731
1981-01-16,52,705
1981-01-30,45,700
1981-02-24,50,1390
1980-08-19,98,4587
1981-03-03,55,1083
1980-06-24,85,1886
1977-10-26,80,1205
1977-08-23,73,881
1977-10-11,42,1050
1977-08-02,45,2627
1977-12-28,43,1309
1978-01-03,53,557
1977-10-18,117,1670
1977-11-08,53,2135
1977-10-18,66,1869
1978-04-11,51,1254
1978-04-25,62,511
1977-07-19,51,1879
1978-07-18,46,802
1978-01-03,42,1002
1978-01-31,54,1634
1977-09-13,43,2286
1978-02-14,48,1464
1978-01-03,71,1074
1977-12-12,56,1018
1977-12-14,85,1290
1977-10-25,42,658
1978-01-17,47,159
1978-01-13,42,6115
1978-03-14,75,3751
1978-05-10,55,1282
1978-05-23,63,1834
1978-06-05,43,3321
1978-05-23,54,708
1978-07-05,48,1539
1978-07-26,43,602
1978-07-14,86,1031
1977-11-17,84,474
1977-11-01,90,1376
1978-02-07,39,1954
1978-03-03,87,1087
1977-10-03,59,1166
1993-12-22,49,1468
1994-02-01,53,1310
1994-02-02,45,3914
1994-03-11,56,2156
1994-03-21,56,2941
1994-03-08,51,2861
1994-01-25,41,2210
1993-03-17,46,2285
1994-06-02,50,3017
1994-06-02,52,3426
1994-02-02,50,1477
1993-06-10,58,5381
1993-11-30,143,5696
1994-02-02,53,7937
1994-02-10,27,2328
1994-04-20,48,3798
1992-12-18,71,5414
1994-04-07,55,762
1994-01-24,61,1325
1993-12-22,63,2435
1994-02-09,92,2236
1994-01-12,77,1345
1994-02-22,55,2279
1993-11-30,65,624
1994-02-16,85,2445
1994-02-03,66,1414
1994-02-02,55,1682
1994-01-18,50,1633
1994-04-18,51,5818
1994-02-07,70,1675
1993-12-22,111,1427
1995-06-29,56,2952
1995-05-31,66,3982
1995-11-13,67,3954
1995-06-06,56,3287
1995-05-25,50,1790
1995-07-20,52,7299
1995-09-21,40,7262
1995-06-16,59,1993
1995-05-31,59,2399
1995-06-02,40,2481
1995-09-19,51,998
1995-08-16,60,3518
1995-08-01,46,4752
1995-06-02,62,2945
1995-05-02,52,4343
1995-09-12,42,676
1995-08-23,44,3002
1995-07-19,136,2205
1995-07-20,52,2869
1995-08-21,62,1500
1995-08-25,125,2629
1995-09-08,140,1864
1995-07-31,64,3294
1995-04-06,66,4324
1995-09-15,46,1686
1995-06-02,48,3955
1995-08-31,81,2460
1995-07-13,78,3623
1995-05-25,91,9802
1995-09-19,38,3595
1989-05-04,128,3641
1989-06-29,99,4075
1989-03-29,47,1223
1989-01-24,44,705
1989-08-01,47,1276
1989-03-09,65,14762
1989-03-14,47,2346
1989-08-01,34,3914
1989-02-02,116,5004
1989-03-07,62,2447
1989-02-16,76,1053
1989-04-06,73,902
1989-05-31,42,2018
1989-02-21,78,2168
1989-06-15,116,2073
1989-05-30,65,2930
1989-10-05,56,2363
1989-04-06,66,3316
1988-11-17,100,3428
1989-09-06,48,996
1989-08-01,46,1152
1988-10-13,80,5320
1989-06-01,59,4149
1988-07-05,44,2507
1988-06-03,61,2041
1988-03-24,59,1964
1987-12-01,60,4975
1988-03-15,70,1271
1988-05-24,65,2040
1988-07-07,51,1832
1988-04-26,50,3209
1988-08-04,57,2860
1988-08-01,49,1079
1988-11-30,40,1737
1988-05-31,42,1525
1988-03-10,42,3071
1988-09-22,52,3039
1988-09-08,81,2644
1988-05-10,99,2880
1988-08-22,47,2048
1988-05-24,44,1558
1988-08-10,74,2003
1988-06-14,75,4190
1988-09-27,49,3742
1988-10-04,115,5154
1988-10-06,53,2343
1988-08-25,72,2072
1988-06-14,99,3631
1988-06-28,73,1758
1988-05-25,63,512
1988-04-19,70,1539
1988-09-15,69,2311
1988-10-18,114,8219
1988-07-12,43,2836
1988-03-22,70,1805
1986-07-15,57,1379
1985-12-03,79,3165
1987-09-17,119,2969
1990-10-16,53,3730
1989-11-16,53,1714
1990-04-19,55,1716
1990-06-14,49,1054
1990-10-02,63,3971
1990-10-10,51,2127
1990-08-16,62,3945
1990-06-21,47,1005
1990-04-05,54,1043
1990-03-13,59,3243
1990-05-29,90,3236
1990-10-02,47,732
1990-04-17,52,2488
1990-03-27,50,1395
1990-09-14,43,4541
1990-06-14,44,2069
1990-08-02,56,2828
1990-10-10,59,2018
1990-06-26,56,3503
1990-08-23,52,3631
1990-06-26,54,2544
1990-02-13,59,1977
1990-07-17,123,3050
1990-10-09,82,1174
1990-03-20,53,1215
1990-06-21,79,3149
1990-08-22,64,1571
1990-08-23,63,6753
1990-06-28,62,903
1992-05-05,60,2942
1992-04-01,53,2454
1992-02-10,53,3617
1992-01-08,110,5283
1991-05-21,57,599
1991-10-04,56,1684
1992-01-17,43,3096
1992-01-23,59,2221
1992-01-14,47,1662
1991-11-13,49,2087
1991-12-16,50,2442
1991-12-18,44,1261
1992-01-08,50,414
1992-01-14,58,1463
1991-12-31,55,2631
1992-04-03,69,1533
1991-04-30,64,2565
1991-11-21,83,3198
1992-03-18,53,1990
1992-02-11,68,2457
1992-02-24,67,10545
1991-12-27,43,901
1991-12-04,49,1452
1991-11-08,59,2236
1988-02-18,46,1082
1987-08-05,56,2315
1987-09-22,78,5933
1987-06-30,47,642
1987-10-14,56,2558
1987-09-14,60,815
1988-03-15,47,1140
1987-09-10,47,1614
1987-07-28,51,2486
1986-07-16,56,1078
1985-10-10,49,1720
1986-02-18,50,2607
1987-07-13,44,1678
1987-03-04,59,1715
1987-02-25,43,862
1987-01-26,46,1011
1987-03-19,57,1711
1986-11-18,78,828
1987-02-26,44,1577
1987-03-20,47,1150
1987-09-04,42,1295
1987-07-02,91,3312
1990-09-06,52,2005
1991-04-10,69,6645
1987-10-01,109,1549
1987-09-16,42,1836
1991-01-07,45,683
1990-11-28,98,7864
1990-10-18,56,2834
1991-02-19,75,3638
1990-12-20,49,1737
1991-02-19,51,1334
1990-12-18,43,6173
1991-02-28,48,3600
1991-01-31,50,1429
1991-01-22,53,4175
1990-11-06,51,1337
1990-11-26,82,664
1990-11-27,50,2311
1991-01-24,54,981
1991-01-07,69,6765
1991-01-22,48,2312
1991-03-19,54,1775
1991-02-26,85,769
1990-10-18,75,2211
1991-01-31,140,6194
1991-01-31,162,12581
1990-11-28,130,1290
1982-11-09,51,892
1983-01-17,43,1120
1982-12-07,48,646
1982-11-04,46,2567
1983-03-16,161,1757
1983-03-16,59,1224
1983-03-01,73,959
1983-03-16,58,4221
1983-04-26,59,1528
1983-01-04,115,2063
1982-08-27,77,1087
1983-01-06,45,912
1982-12-09,104,4824
1982-09-30,73,1017
1983-02-21,48,1421
1983-04-28,43,3620
1982-12-29,97,2302
1982-12-22,43,1090
1982-11-02,49,2621
1983-02-10,47,3127
1982-10-19,58,735
1983-02-01,44,2891
1983-01-18,47,1228
1982-09-28,89,4034
1982-10-28,51,1085
1983-02-01,50,2142
1982-12-02,46,1849
1982-11-17,46,1880
1982-11-04,50,1690
1982-10-28,46,3154
1983-02-03,47,3068
1983-02-23,131,1375
1981-11-12,118,5722
1983-01-31,66,1833
1984-01-13,73,1988
1984-04-03,118,2932
1984-10-12,38,1501
1984-07-21,55,524
1984-04-14,44,664
1984-05-03,23,213
1984-06-20,36,172
1984-03-13,28,2057
1984-04-03,56,737
1984-04-11,68,1637
1984-04-26,39,1369
1984-06-26,57,3085
1984-09-27,47,2030
1984-06-07,62,3138
1984-06-07,56,3231
1984-05-03,31,706
1984-03-08,58,3100
1984-03-22,79,2523
1983-07-07,62,2562
1984-03-27,52,2184
1984-04-04,77,2328
1984-04-05,75,2327
1983-05-24,59,1755
1984-09-05,68,443
1984-09-11,96,920
1984-09-12,67,733
1984-09-11,60,735
1984-09-25,65,1485
1984-03-14,96,749
1983-06-28,88,4715
1984-03-28,68,1381
2003-11-26,61,4369
2003-09-23,47,4050
2003-10-22,62,2747
2003-09-29,53,2803
2003-08-22,110,1898
2003-10-07,54,4148
2003-09-25,86,3930
2003-11-20,83,8437
2003-10-22,62,2555
2003-10-14,64,9573
2003-09-12,58,2836
2003-08-21,54,3306
2003-09-12,65,3974
2003-07-30,63,3685
2003-08-28,62,3021
2003-07-14,48,4172
2003-05-28,56,3683
2003-06-19,68,3114
2003-06-11,156,5987
1994-03-16,334,3985
1994-03-01,50,2014
1994-03-07,54,1381
1994-03-14,87,2765
1994-03-23,35,2306
1994-04-18,51,275
1994-03-29,57,1481
1994-04-19,56,2655
1994-03-29,56,3537
1994-02-02,58,2210
1994-01-04,58,1705
1993-12-21,64,2664
1994-04-11,50,4254
1994-03-07,73,6681
1994-01-12,66,3996
1994-01-18,86,3299
1994-02-15,90,2602
1994-03-11,98,2598
1994-04-06,346,4684
1994-03-08,177,5236
1994-05-10,76,4198
1994-05-18,59,2366
1994-02-16,133,5026
1994-05-26,62,1725
1995-06-26,48,828
1995-06-19,72,2719
1995-07-25,72,7745
1995-06-27,62,3098
1995-05-15,50,4557
1995-10-26,42,4438
1995-10-24,49,2963
1995-05-11,88,2517
1995-08-14,57,3775
1995-07-07,87,5388
1995-07-05,59,4315
1995-05-08,66,4497
1995-06-13,60,5566
1995-07-20,56,1792
1995-09-15,58,2452
1995-07-13,66,9031
1995-09-20,52,2064
1995-09-22,46,4638
1995-10-23,87,2337
1995-11-22,90,4667
1995-09-05,107,3092
1995-09-18,128,4140
1995-08-23,138,5860
1995-10-18,111,9104
1994-11-23,435,2635
1995-05-31,52,2059
1981-10-22,44,2164
1981-11-19,63,993
1982-03-25,63,2418
1981-12-21,84,1248
1981-10-07,80,2687
2002-11-19,44,5163
2003-02-04,65,2555
2002-12-19,53,6300
2002-09-25,53,4014
2002-07-31,61,2560
2002-12-09,67,2890
2002-10-29,241,2827
2003-02-18,72,3217
2003-03-19,74,4099
2003-01-17,164,14294
2003-03-18,124,3925
2003-02-12,68,4287
2002-12-11,67,4450
2002-09-06,65,3282
2002-11-14,63,2405
2002-08-20,61,2755
2002-11-13,71,2542
2002-11-21,60,5311
2002-12-09,61,1827
2003-03-04,73,3790
2003-02-10,67,3055
2003-01-27,58,10809
2003-04-24,65,3674
2004-09-16,94,4764
2004-08-20,67,8181
2004-06-15,68,3558
2004-06-08,65,2303
2004-04-28,81,4318
2003-09-29,81,698
2004-09-10,64,6148
2004-05-20,80,8984
2004-06-30,105,3067
2004-04-01,53,3655
2004-10-26,58,1803
2004-08-02,52,3200
2004-08-31,80,2949
2004-09-23,59,3281
2004-08-17,143,2413
2003-03-10,110,1914
2004-07-14,147,18621
1924-03-06,42,1620
1924-04-28,34,1000
1923-08-30,27,886
1923-08-30,30,730
1924-01-21,41,12483
1923-11-17,37,5732
1923-08-30,46,1415
1923-11-17,35,4705
1924-03-29,50,2671
1923-07-17,41,1220
1924-01-26,33,6672
1923-08-27,35,5646
1924-01-17,63,5569
1924-03-08,25,1505
1924-12-03,24,5337
1924-12-23,32,935
1925-01-17,29,141
1923-11-17,52,3134
1927-01-07,38,3975
1927-01-14,37,275
1925-09-08,47,4306
1927-05-06,51,494
1926-11-10,47,1714
1927-01-08,29,3117
1927-09-03,26,760
1927-01-08,42,1179
1927-08-26,33,1441
1927-08-26,34,1031
1927-01-06,74,3907
1926-10-11,51,6898
1926-07-19,39,2147
1927-02-01,26,215
1926-10-13,33,959
1927-01-26,32,760
1927-05-21,47,526
1927-02-28,37,1364
1927-05-16,48,6569
1927-05-26,37,1722
1926-02-17,45,731
1926-08-27,30,1586
1925-11-07,57,593
1924-12-31,35,12414
1926-09-20,31,2606
1926-06-18,58,3277
1925-09-21,41,2190
1925-12-12,52,1859
1926-06-15,32,1441
1926-05-12,30,485
1925-11-03,34,638
1926-06-08,53,2537
1926-05-11,24,1475
1926-02-11,54,1790
1926-04-29,27,2747
1920-01-17,356,2057
1920-03-18,168,1522
1920-03-18,388,1348
1920-07-02,83,1133
1920-11-29,162,546
1920-12-28,326,3127
1920-05-27,215,673
1920-06-08,270,1480
1920-10-05,502,5559
1920-02-02,134,461
1921-01-14,207,1467
1921-01-31,106,708
1921-01-14,2047,5889
1920-04-23,405,2293
1920-07-01,1580,2401
1920-03-20,275,6573
1920-07-02,101,281
1953-06-10,45,1065
1953-02-13,33,899
1953-09-11,38,665
1953-08-11,40,1740
1953-02-06,36,4037
1953-11-03,35,2556
1953-12-08,33,2316
1953-04-07,44,561
1953-04-23,16,235
1953-05-19,53,8115
1953-07-24,38,2282
1953-08-12,34,2359
1953-01-30,35,2163
1953-10-30,32,2352
1953-07-15,54,2082
1953-06-29,28,2332
1953-06-15,66,3052
1953-03-12,43,2080
1954-10-21,60,770
1954-05-08,56,11188
1954-06-07,33,3330
1954-05-19,40,2746
1954-09-01,62,2100
1954-08-18,43,1914
1954-09-08,47,2733
1953-12-08,48,2961
1954-05-06,36,956
1954-08-18,44,1744
1954-09-08,70,3125
1954-11-04,76,1707
1954-01-07,40,2813
1954-01-30,33,3550
1954-11-26,53,1484
1954-06-28,41,2672
1954-04-15,38,2293
1944-04-06,32,839
1944-03-02,36,4497
1944-10-10,31,1288
1944-02-15,30,1442
1944-03-15,40,2333
1944-09-13,37,3602
1944-12-05,52,3430
1944-02-01,43,3221
1928-06-14,34,1504
1928-12-17,27,2355
1927-11-07,24,1011
1927-08-23,38,4548
1927-12-31,31,217
1928-12-27,34,658
1928-02-06,42,1718
1927-11-19,51,488
1928-02-03,39,1114
1929-02-09,34,375
1927-12-31,41,1488
1927-08-30,38,1986
1928-01-05,33,1250
1927-07-30,46,2702
1929-02-09,28,1410
1928-12-18,40,903
1929-01-31,44,873
1927-07-25,43,214
1928-12-17,53,1281
1927-08-25,38,1889
1929-01-12,67,1815
1930-12-20,36,997
1930-06-06,34,1268
1930-12-19,35,1156
1930-09-09,21,284
1930-12-27,34,1017
1931-07-21,51,1655
1931-07-11,34,565
1930-06-09,32,314
1931-04-25,34,835
1930-08-05,49,803
1930-10-14,34,122
1930-06-12,34,1149
1930-08-25,46,2499
1930-10-08,35,1263
1930-05-17,47,223
1931-04-15,33,3956
1931-04-10,36,1052
1930-09-17,27,683
1931-04-08,36,555
1931-03-21,26,1895
1930-05-27,41,1088
1941-01-10,58,265
1931-08-12,32,1007
1941-03-19,34,1036
1941-04-03,50,2833
1930-07-17,33,268
1941-02-01,35,5215
1941-05-16,68,5506
1930-07-16,36,178
1941-06-10,64,12926
1930-07-28,25,1628
1941-06-09,35,2478
1941-06-16,44,901
1941-06-09,38,3954
1929-12-17,52,1469
1941-11-18,32,1493
1929-06-26,33,2045
1940-11-27,54,4283
1929-11-20,39,285
1930-02-28,26,390
1929-10-08,45,1757
1940-11-13,41,4800
1930-02-20,34,1722
1941-05-16,65,1554
1923-01,26,947
1923-04-05,23,674
1922-04-10,42,2562
1923-04-14,30,4001
1922-02-22,40,793
1923-04-12,28,1618
1922-09-29,37,808
1923-03-13,30,1720
1922-02-22,26,902
1922-04-19,38,1533
1922-04-19,33,248
1922-11-28,34,662
1922-05-10,35,1789
1922-06-19,27,206
1922-09-29,40,1249
1922-09-29,47,1729
1923-01,45,1626
1923-01,31,2519
1923-01,36,2803
1923-05-10,43,2505
1922-02-22,46,3310
2002-12-19,56,6171
2003-03-07,61,7608
2002-12-12,257,4654
2002-12-16,54,5061
2002-10-03,98,1358
2002-11-21,65,2280
2002-10-02,62,9403
2002-11-13,46,1015
2003-01-29,55,1244
2002-12-17,64,6330
2003-04-21,63,1815
2003-02-27,61,2676
2003-03-19,64,2034
2003-02-18,64,2054
2003-02-13,64,2558
2002-12-19,64,4921
2002-12-19,56,1988
2003-03-20,66,4139
2002-12-09,49,4491
2003-01-15,76,2354
2003-05-19,55,1813
2002-11-14,67,7013
2003-03-24,72,7608
2004-03-01,64,1914
2003-11-11,101,5340
2004-01-28,48,5492
2004-03-15,64,3509
2004-02-03,62,3794
2004-02-18,97,4135
2004-04-19,67,2521
2003-06-09,97,6551
2004-04-07,114,14759
2001-11-16,58,3780
2002-01-10,56,5440
2001-09-11,75,1832
2001-10-09,56,2752
2002-01-02,49,4352
2001-12-03,66,2895
2001-11-21,111,3761
2001-12-13,94,4861
2001-12-07,60,4322
2002-01-11,50,7876
2001-10-02,49,3170
2001-08-27,62,3160
2001-09-26,54,10585
2001-11-30,88,2195
2001-07-02,71,4769
2001-12-01,54,3822
2002-06-14,50,5935
2001-02-02,71,1198
2002-08-06,62,7371
2002-05-14,65,3048
2002-06-27,57,5392
2002-06-25,49,4453
2002-08-19,59,2041
2002-01-24,58,7545
2002-05-31,56,4229
2002-06-21,53,4664
2002-06-25,66,3131
2002-06-10,49,2979
2002-06-27,65,1647
2002-04-25,58,2808
2002-05-15,191,6304
2002-05-20,56,3240
2002-04-26,175,11140
2002-04-24,156,3105
2002-05-30,49,4197
2002-07-24,52,8185
2002-09-05,44,1405
2003-05-28,71,3995
2002-10-10,67,4099
2002-12-13,83,5036
2002-09-26,50,3849
2002-12-18,155,9090
2003-02-06,76,4140
2003-01-31,73,1705
2003-03-05,154,10255
2003-02-19,104,3519
2003-05-19,60,3700
2002-11-26,63,5049
2003-05-06,65,4410
2002-11-06,53,1799
2003-01-02,66,6077
2002-12-23,63,4030
2003-02-10,56,6462
2003-03-27,131,2930
2003-04-29,65,2819
2003-04-23,114,3551
2002-12-03,106,5799
2003-01-27,67,3107
1923-10-06,44,3442
1924-01-04,54,3207
1925-03-06,33,839
1923-08-28,28,565
1924-12-08,25,778
1925-02-13,55,3011
1924-02-28,36,3606
1920-09-02,94,177
1920-03-19,247,4455
1920-11-06,76,122
1920-06-09,710,2079
1920-12-31,248,2115
1920-09-15,587,761
1920-05-27,140,267
1920-03-19,181,570
1920-03-11,955,826
1920-02-24,861,4207
1920-04-19,717,755
1920-06-21,139,1171
1920-12-28,1902,5260
1920-03-18,162,1177
1920-05-27,123,565
1927-05-05,45,867
1924-05-10,29,2773
1926-02-18,40,1959
1924-02-28,39,137
1925-10-01,30,675
1927-01-07,34,1290
1926-05-04,33,642
1923-10-12,23,752
1923-10-13,31,2967
1943-01-08,41,1733
1934-01-23,54,6909
1943-10-21,32,3043
1934-05-04,33,3004
1943-09-14,33,3918
1943-10-21,43,1199
1934-10-01,37,1789
1934-08-18,46,3868
1943-04-13,54,8326
1943-03-13,37,1798
1943-11-19,39,2893
1943-05-21,48,980
1943-11-18,38,1228
1943-12-20,40,3277
1943-01-08,50,2433
1942-09-22,32,1635
1942-09-15,38,1054
1942-05-29,38,3400
1941-08-13,46,5000
1942-09-19,64,3608
1942-07-08,37,1890
1942-02-07,32,1665
1942-09-02,35,2048
1941-11-25,47,1473
1942-05-20,28,529
1941-11-21,38,536
1942-09-23,42,1261
1942-01-27,33,1226
1942-05-20,30,1420
1942-06-12,41,1901
1942-05-22,42,3192
1942-04-09,41,1034
1942-05-20,43,413
1944-06-19,48,2801
1944-05-17,39,1574
1944-11-14,60,3976
1944-03-11,35,4369
1944-02-17,37,5083
1944-04-12,34,1265
1944-01-24,44,4448
1943-12-28,32,3361
1944-11-22,43,3216
1944-03-20,33,1852
1944-01-19,67,4848
1944-08-18,42,671
1943-12-16,104,10303
1955-10-04,45,3909
1955-08-12,61,731
1955-08-22,46,4149
1955-12-02,62,1128
1956-01-05,43,2634
1955-07-29,70,5092
1955-10-28,62,1732
1956-01-20,60,2329
1955-12-15,100,4817
1932-11-04,45,1448
1932-08-25,47,4479
1931-12-30,40,342
1932-08-25,45,593
1932-05-12,30,3132
1932-04-11,48,1936
1932-03-08,42,1447
1932-08-19,48,4795
1932-03-17,32,1605
1932-01-27,39,2674
1932-05-26,43,330
1932-02-12,46,2110
1932-03-12,43,978
1932-02-03,37,2021
1932-04-18,31,937
1955-02-23,64,4217
1955-01-06,35,852
1955-01-04,46,2666
1955-03-07,40,3590
1955-01-21,45,1360
1955-06-21,33,1707
1954-12-29,40,2465
1955-04-21,37,102
1955-05-31,44,4453
1955-04-21,38,2423
1955-03-10,45,1710
1955-01-22,61,3115
1955-07-06,75,1782
1955-08-18,55,2127
1937-09-23,54,1285
1937-08-25,70,9791
1937-09-28,62,3674
1937-09-28,69,5084
1937-07-10,34,938
1937-06-28,42,668
1937-09-07,57,502
1936-12-28,42,4222
1937-07-24,52,1448
1937-09-29,36,810
1936-10-19,43,1491
1936-11-10,44,91
1936-12-22,45,4787
1937-04-06,38,4302
1937-09-13,44,2539
1937-09-29,47,63
1937-09-08,45,2901
1937-11-15,47,2753
1937-01-05,39,2769
1937-09-27,46,1490
1936-10-07,43,1733
1937-09-23,37,1248
1937-05-20,37,1996
1937-09-27,33,1637
1937-10-06,43,1447
1936-12-24,43,1122
1945-04-27,31,2444
1945-08-29,59,7789
1945-12-11,31,1469
1945-12-11,40,3816
1945-02-07,35,2949
1945-04-07,47,934
1945-10-18,41,2343
1945-01-10,43,3198
1945-05-09,56,3710
1946-01-11,30,2221
1945-01-09,46,792
1946-01-04,34,1191
1945-03-19,58,6597
1946-01-28,52,4314
1946-06-27,34,2094
1946-08-29,32,1651
1946-12-31,32,2055
1946-09-14,41,1314
1946-01-25,42,2023
1946-04-09,33,2904
1946-10-05,49,4128
1946-09-28,30,2016
1946-07-31,30,1720
1927-11-09,41,1228
1928-12-17,37,1434
1928-02-07,28,914
1928-02-24,39,2930
1928-08-28,30,2072
1927-12-31,36,648
1927-09-07,40,1175
1927-11-14,39,1492
1929-01-28,41,1580
1928-12-17,49,3407
1928-11-28,42,4112
1927-12-31,37,1708
1927-11-01,52,1215
1928-06-12,36,738
