date,num_headnotes,num_opinions,year
1916-10-23,3084,500,1916
1910-04-04,269,577,1910
1910-03-07,907,985,1910
1909-11-08,328,1927,1909
1910-04-18,512,660,1910
1910-01-17,1744,3389,1910
1909-10-25,1472,2275,1909
1909-11-08,150,880,1909
1910-03-14,158,719,1910
1910-03-07,1700,659,1910
1910-02-21,794,523,1910
1917-02-12,287,828,1917
1917-01-15,214,986,1917
1916-09-25,302,579,1916
1910-02-07,562,1717,1910
1910-03-28,263,641,1910
1916-10-23,1043,2723,1916
1910-03-07,1759,1690,1910
1910-01-03,448,1947,1910
1917-02-12,341,818,1917
1917-03-05,905,922,1917
1917-02-26,507,1073,1917
1916-07-03,727,3423,1916
1909-10-25,678,2060,1909
1909-11-29,299,1255,1909
1917-02-12,1419,964,1917
1910-01-24,421,1192,1910
1916-07-03,1398,2175,1916
1916-07-10,318,1435,1916
1916-10-02,236,696,1916
1910-03-14,1715,1566,1910
1910-03-21,155,293,1910
1909-11-22,293,841,1909
1909-12-20,178,608,1909
1909-12-20,1698,2030,1909
1909-11-22,458,3299,1909
1910-02-21,533,3175,1910
1917-02-12,416,898,1917
1917-02-26,669,1059,1917
1917-01-15,268,959,1917
1917-01-29,409,2103,1917
1917-02-26,294,836,1917
1917-01-29,437,788,1917
1910-01-31,204,1278,1910
1916-10-02,589,1896,1916
1917-02-19,755,1717,1917
1909-12-06,117,182,1909
1909-10-04,279,356,1909
1916-06-26,323,861,1916
1917-02-26,489,2720,1917
1909-11-29,400,856,1909
1909-11-29,711,2504,1909
1910-04-04,90,1043,1910
1910-04-25,169,559,1910
1909-11-08,1219,2192,1909
1909-12-06,494,3171,1909
1910-01-03,2353,557,1910
1910-04-04,401,1494,1910
1916-10-23,280,559,1916
1917-02-12,282,1172,1917
1992-10-26,42,416,1992
1992-09-28,39,1733,1992
1992-10-20,104,2158,1992
1992-06-29,36,407,1992
1992-09-14,42,1149,1992
1992-10-19,39,638,1992
1992-07-13,39,2322,1992
1992-10-19,20,42,1992
1992-09-21,102,310,1992
1992-06-29,32,290,1992
1992-09-28,40,1132,1992
1992-06-29,53,1387,1992
1992-06-29,57,1641,1992
1992-06-22,50,1993,1992
1992-10-26,40,3366,1992
1992-09-21,48,882,1992
1992-09-17,56,343,1992
1992-10-26,48,851,1992
1992-06-29,60,2439,1992
1992-09-14,36,1470,1992
1992-10-19,55,1702,1992
1992-11-02,43,1117,1992
1992-11-02,84,1819,1992
1991-11-11,54,1996,1991
1991-12-09,26,119,1991
1991-10-28,89,1859,1991
1991-11-04,41,771,1991
1991-11-25,47,955,1991
1991-11-18,51,1921,1991
1991-11-25,62,1004,1991
1991-11-25,45,805,1991
1991-11-25,50,2473,1991
1991-10-21,34,1342,1991
1991-11-04,47,1673,1991
1991-10-28,28,148,1991
1991-12-16,38,1108,1991
1991-10-28,28,898,1991
1991-11-18,41,470,1991
1991-11-25,38,2161,1991
1992-01-13,41,2366,1992
1991-12-16,23,42,1991
1991-10-28,40,1487,1991
1991-11-04,55,614,1991
1991-10-28,41,750,1991
1991-07-01,59,2257,1991
1991-07-01,43,1721,1991
1991-06-24,62,2023,1991
1991-06-10,48,1851,1991
1991-06-10,67,4074,1991
1991-06-17,59,2638,1991
1991-06-24,38,3181,1991
1991-07-08,38,1227,1991
1991-07-15,71,1138,1991
1991-09-23,50,2227,1991
1991-09-30,38,549,1991
1991-09-30,37,2271,1991
1991-07-08,51,3055,1991
1991-09-23,38,1463,1991
1991-06-24,39,2030,1991
1991-09-23,37,1903,1991
1991-09-23,39,404,1991
1992-02-24,37,124,1992
1992-02-10,36,403,1992
1992-02-17,53,447,1992
1992-02-24,43,2219,1992
1992-02-24,67,1802,1992
1992-01-27,42,3679,1992
1992-03-09,39,847,1992
1992-02-10,50,2199,1992
1992-03-23,20,42,1992
1992-01-21,38,894,1992
1992-02-10,77,143,1992
1992-01-21,17,366,1992
1992-01-21,40,1006,1992
1992-02-03,96,2702,1992
1992-03-23,37,1005,1992
1992-02-17,43,997,1992
1992-03-02,98,2190,1992
1992-01-29,76,321,1992
1992-01-21,38,1761,1992
1992-05-04,27,90,1992
1992-04-20,59,663,1992
1992-06-09,54,1369,1992
1992-03-30,47,2257,1992
1992-04-06,39,528,1992
1992-05-04,34,1825,1992
1992-04-13,36,394,1992
1992-04-06,70,1067,1992
1992-05-18,49,232,1992
1992-05-26,57,1705,1992
1992-05-26,54,192,1992
1992-04-06,42,2018,1992
1992-05-29,50,483,1992
1992-05-04,44,1948,1992
1992-04-20,44,1354,1992
1992-06-15,35,1495,1992
1992-06-08,56,1667,1992
1992-06-08,37,730,1992
1992-03-30,50,441,1992
1992-05-11,33,1906,1992
1992-05-26,27,93,1992
1992-06-08,27,90,1992
1993-12-20,82,1646,1993
1994-02-07,26,286,1994
1993-12-20,64,1101,1993
1993-12-20,31,2070,1993
1993-11-15,36,2200,1993
1993-12-13,39,1395,1993
1993-11-15,46,4566,1993
1994-01-24,39,1709,1994
1994-02-07,43,798,1994
1994-02-07,40,823,1994
1993-11-22,35,2481,1993
1993-11-15,41,1198,1993
1994-01-31,42,1345,1994
1993-11-08,60,4271,1993
1993-11-22,39,2231,1993
1994-01-31,83,2668,1994
1993-12-06,41,1298,1993
1994-01-18,41,1440,1994
1993-12-20,46,2152,1993
1994-01-24,43,1697,1994
1993-12-13,47,1232,1993
1994-01-24,38,979,1994
1993-11-08,33,1615,1993
1994-01-10,64,1643,1994
1993-11-15,39,3585,1993
1993-11-08,43,2274,1993
1994-01-24,42,817,1994
1993-12-06,27,93,1993
1993-11-08,33,1312,1993
1994-01-18,34,2370,1994
1966-02-07,30,1165,1966
1966-05-23,29,582,1966
1966-01-31,36,1397,1966
1966-05-30,28,1383,1966
1966-02-28,46,5226,1966
1966-04-11,41,1068,1966
1966-02-21,36,1889,1966
1966-03-07,31,1959,1966
1966-01-24,28,1198,1966
1966-05-09,37,2866,1966
1966-01-17,32,2565,1966
1966-02-28,35,881,1966
1966-02-21,31,619,1966
1966-01-17,37,874,1966
1966-01-31,25,442,1966
1966-04-04,28,1439,1966
1966-01-01,23,867,1966
1966-05-23,26,1605,1966
1966-02-21,32,755,1966
1966-02-21,33,1264,1966
1966-03-14,23,762,1966
1966-04-11,39,1697,1966
1966-05-16,25,2536,1966
1966-05-30,45,2244,1966
1966-03-21,28,736,1966
1966-05-16,36,0,1966
1966-05-02,32,502,1966
1966-05-30,33,984,1966
1966-02-07,25,568,1966
1966-06-06,28,4046,1966
1966-05-16,42,2343,1966
1966-02-21,33,2495,1966
1966-04-04,36,769,1966
1966-03-07,28,1930,1966
1966-04-04,27,1872,1966
1966-02-14,36,941,1966
1966-01-17,24,475,1966
1966-02-21,24,2891,1966
1966-04-25,27,1812,1966
1966-02-28,35,972,1966
1966-03-21,37,2632,1966
1966-01-31,30,1468,1966
1966-03-07,25,1364,1966
1966-05-30,26,504,1966
1966-03-28,43,1178,1966
1965-12-13,40,539,1965
1965-09-13,28,1237,1965
1965-09-13,32,529,1965
1965-02-15,35,1346,1965
1965-02-15,33,892,1965
1965-02-15,25,799,1965
1965-09-20,24,1335,1965
1965-03-08,31,2496,1965
1965-03-01,32,1821,1965
1965-05-17,27,754,1965
1965-11-01,19,224,1965
1965-05-24,54,3988,1965
1965-05-24,36,1138,1965
1965-04-05,35,2261,1965
1965-11-01,23,1369,1965
1965-11-01,25,915,1965
1965-04-26,36,1863,1965
1965-03-01,28,2217,1965
1965-05-17,37,1111,1965
1965-12-13,42,1672,1965
1965-05-10,23,1847,1965
1965-12-20,27,870,1965
1965-05-31,43,1578,1965
1965-02-22,52,1529,1965
1965-10-04,33,819,1965
1965-06-07,29,2251,1965
1965-10-11,36,2339,1965
1965-05-17,23,915,1965
1965-12-06,30,323,1965
1965-02-15,27,381,1965
1965-12-20,25,369,1965
1965-10-04,24,1423,1965
1965-04-26,27,499,1965
1965-02-22,32,580,1965
1965-04-19,32,2593,1965
1965-04-12,31,840,1965
1965-03-08,38,670,1965
1965-10-04,33,716,1965
1965-12-13,36,2710,1965
1965-10-04,27,675,1965
1965-11-22,41,808,1965
1965-11-22,32,605,1965
1965-10-04,26,523,1965
1965-05-03,27,1042,1965
1965-04-12,35,862,1965
1965-01-18,29,1162,1965
1964-12-21,24,2305,1964
1964-06-01,36,1418,1964
1988-04-11,28,708,1988
1988-05-23,64,405,1988
1988-03-21,41,2214,1988
1988-06-06,38,814,1988
1988-05-09,43,3330,1988
1988-03-28,46,891,1988
1988-04-04,53,1987,1988
1988-03-14,39,504,1988
1988-04-18,53,1062,1988
1988-05-09,43,680,1988
1988-05-02,54,1160,1988
1988-04-25,37,2265,1988
1988-04-04,47,492,1988
1988-03-21,54,278,1988
1988-05-31,49,3123,1988
1988-03-28,42,403,1988
1988-05-02,38,463,1988
1988-04-11,43,589,1988
1988-03-21,118,4858,1988
1988-05-09,46,1218,1988
1988-03-14,233,1257,1988
1988-02-16,35,1928,1988
1987-12-21,48,427,1987
1988-02-16,44,23,1988
1987-12-07,48,833,1987
1988-02-16,73,994,1988
1987-12-21,39,723,1987
1988-02-01,51,2378,1988
1988-02-22,43,1256,1988
1988-01-19,25,86,1988
1988-02-16,39,185,1988
1987-12-21,103,2018,1987
1988-01-25,39,743,1988
1988-03-07,29,124,1988
1987-12-14,48,1830,1987
1988-01-19,40,2871,1988
1988-01-19,53,381,1988
1987-12-21,46,178,1987
1987-12-07,68,1324,1987
1988-01-19,39,2218,1988
1987-12-07,60,3228,1987
1988-02-22,26,151,1988
1988-01-25,38,580,1988
1993-07-19,70,1246,1993
1993-09-13,41,736,1993
1993-09-20,44,2706,1993
1993-09-27,54,3238,1993
1993-09-20,41,592,1993
1993-10-25,37,3088,1993
1993-10-04,38,1727,1993
1993-10-25,31,539,1993
1993-09-20,42,445,1993
1993-10-25,27,105,1993
1993-10-11,44,2205,1993
1993-10-25,28,95,1993
1993-10-18,48,1170,1993
1993-10-04,42,611,1993
1993-07-12,57,2378,1993
1993-09-20,42,2198,1993
1993-07-12,47,2438,1993
1993-07-12,47,1748,1993
1993-07-12,29,1141,1993
1993-11-01,62,1845,1993
1993-11-01,32,3143,1993
1993-10-04,43,1687,1993
1993-10-11,34,905,1993
1993-10-04,44,4403,1993
1993-05-24,37,1476,1993
1993-05-10,19,149,1993
1993-05-03,38,550,1993
1993-05-17,39,1380,1993
1993-07-05,44,1329,1993
1993-05-03,39,1663,1993
1993-06-07,42,2054,1993
1993-06-28,38,801,1993
1993-06-28,44,4110,1993
1993-06-01,70,3629,1993
1993-07-05,43,2454,1993
1993-06-28,47,2236,1993
1993-07-05,46,2966,1993
1993-07-05,40,1205,1993
1993-05-10,44,2872,1993
1991-06-01,33,130,1991
1993-06-01,43,1297,1993
1993-05-17,63,1224,1993
1993-05-17,47,1192,1993
1993-06-28,81,1841,1993
1993-06-07,46,1077,1993
1993-07-05,27,91,1993
1993-07-05,66,2259,1993
1993-05-03,50,1449,1993
1896-06-06,402,2138,1896
1896-05-30,580,1691,1896
1896-05-23,1040,843,1896
1896-04-18,723,1238,1896
1896-04-18,1765,817,1896
1896-03-28,275,668,1896
1896-06-27,265,393,1896
1896-03-21,614,1317,1896
1896-05-23,398,806,1896
1896-09-26,542,189,1896
1896-04-04,1696,1254,1896
1896-07-08,674,979,1896
1896-06-27,152,735,1896
1896-06-27,1427,1053,1896
1896-06-27,492,387,1896
1896-02-29,427,154,1896
1896-07-08,4185,2873,1896
1896-04-04,648,1053,1896
1896-07-08,436,469,1896
1896-04-11,1083,505,1896
1896-02-22,1572,1572,1896
1896-06-13,988,1620,1896
1991-10-30,59,3417,1991
1991-12-11,40,1184,1991
1991-11-06,38,728,1991
1991-12-26,44,1049,1991
1991-10-16,61,717,1991
1991-11-27,41,1583,1991
1991-11-27,47,1002,1991
1991-10-16,40,508,1991
1991-12-18,33,1509,1991
1991-12-18,37,1338,1991
1992-01-08,43,2813,1992
1922-05-15,19,898,1922
1922-04-24,19,885,1922
1922-05-08,19,3097,1922
1922-04-10,31,1125,1922
1922-05-08,27,521,1922
1922-05-15,18,797,1922
1922-04-10,24,1500,1922
1922-05-01,27,1092,1922
1922-05-01,26,2126,1922
1922-04-24,23,1002,1922
1922-04-10,28,912,1922
1922-05-22,24,1351,1922
1922-04-03,26,1419,1922
1922-04-17,21,1808,1922
1922-04-17,18,958,1922
1922-04-17,20,519,1922
1922-05-15,27,1735,1922
1922-05-08,18,567,1922
1922-04-03,19,1346,1922
1922-04-10,21,2220,1922
1943-11-01,27,719,1943
1944-01-17,36,1672,1944
1943-10-11,33,829,1943
1944-02-07,29,842,1944
1943-11-29,24,1483,1943
1943-10-11,36,1453,1943
1943-10-11,31,2731,1943
1944-01-10,28,2187,1944
1943-10-18,39,2265,1943
1943-12-13,23,1756,1943
1943-11-15,29,3078,1943
1944-03-20,25,1215,1944
1944-01-17,28,4016,1944
1943-07-12,50,2271,1943
1944-01-31,24,883,1944
1944-01-10,35,3355,1944
1943-11-01,35,934,1943
1943-11-08,27,879,1943
1943-11-22,37,1993,1943
1944-03-20,30,1714,1944
1943-07-05,28,2452,1943
1944-01-24,32,809,1944
1944-02-21,30,1689,1944
1943-11-01,24,1620,1943
1944-03-13,35,1795,1944
1944-02-28,39,812,1944
1944-02-28,28,1515,1944
1944-03-06,32,638,1944
1943-10-25,28,2205,1943
1943-12-20,37,3974,1943
1943-10-04,33,1013,1943
1944-03-13,29,1590,1944
1943-10-04,33,535,1943
1943-07-12,33,4079,1943
1944-01-17,29,1457,1944
1943-12-20,34,2212,1943
1943-12-20,43,2280,1943
1943-10-18,27,1650,1943
1944-02-28,24,956,1944
1840-04-01,77,5840,1840
1833-02-01,186,444,1833
1831-01-01,59,445,1831
1828-10-01,105,470,1828
1826-10-01,100,725,1826
1827-10-01,82,244,1827
1832-01-01,56,238,1832
1828-10-01,46,29,1828
1843-04-01,667,1972,1843
1847-06-01,112,413,1847
1821-10-01,45,272,1821
1824-10-01,81,311,1824
1845-04-01,301,4137,1845
1846-09-08,77,68,1846
1854-04-01,953,3706,1854
1847-04-01,467,583,1847
1822-04-01,41,60,1822
1834-02-01,120,599,1834
1836-01-01,295,1257,1836
1853-04-01,997,2984,1853
1846-07-01,135,1637,1846
1833-02-01,128,458,1833
1847-04-01,726,748,1847
1843-07-01,216,850,1843
1854-04-01,73,143,1854
1833-01-01,132,611,1833
1821-06-01,54,99,1821
1832-07-01,86,751,1832
1841-06-01,140,685,1841
1833-02-01,78,256,1833
1829-11-01,61,229,1829
1835-07-01,52,258,1835
1834-02-01,49,316,1834
1834-07-01,134,1334,1834
1841-06-01,170,742,1841
1839-04-01,161,553,1839
1825-10-01,66,314,1825
1826-04-01,58,185,1826
1835-07-01,54,398,1835
1825-10-01,151,505,1825
1835-07-01,195,962,1835
1821-10-01,18,64,1821
1822-04-01,65,118,1822
1846-10-01,168,1094,1846
1841-06-01,140,488,1841
1835-07-01,61,156,1835
1846-07-01,147,1312,1846
1832-01-01,54,372,1832
1826-10-01,135,701,1826
1832-07-01,67,416,1832
1831-07-01,81,523,1831
2003-04-10,37,393,2003
2003-04-10,39,621,2003
2003-02-20,44,2554,2003
2003-04-03,54,811,2003
2003-03-20,28,2369,2003
2003-02-13,26,493,2003
2003-02-13,27,95,2003
2003-03-13,47,2066,2003
2003-03-06,27,110,2003
2003-03-20,35,220,2003
2003-04-03,27,106,2003
2003-03-20,56,2862,2003
2003-04-03,127,5325,2003
2003-01-23,28,252,2003
2002-12-19,157,461,2002
2001-02-01,68,2822,2001
2001-02-01,61,2433,2001
2000-12-14,34,1278,2000
2001-02-01,48,2782,2001
2000-12-14,55,3555,2000
2001-01-25,66,1953,2001
2000-12-14,63,5512,2000
2000-12-14,46,476,2000
2001-02-01,53,2908,2001
2001-01-18,51,3324,2001
2001-01-25,26,188,2001
2000-12-07,29,108,2000
2000-12-07,72,138,2000
2001-01-11,39,781,2001
1878-07-01,466,655,1878
1878-07-01,930,2422,1878
1879-01-01,183,706,1879
1878-07-01,1108,1178,1878
1878-07-01,378,498,1878
1879-01-01,238,1460,1879
1878-07-01,434,2459,1878
1878-07-01,962,1342,1878
1879-01-01,76,45,1879
1878-07-01,1733,1498,1878
1879-01-01,919,1998,1879
1879-01-01,402,1534,1879
1879-01-01,159,1646,1879
1879-01-01,454,1452,1879
1879-01-01,175,963,1879
1878-07-01,1078,1909,1878
1879-01-01,410,1612,1879
1847-07-01,1847,89,1847
1848-01-01,783,1802,1848
1848-01-01,458,220,1848
1848-01-01,1396,3466,1848
1847-07-01,564,581,1847
1848-01-01,1406,1371,1848
1847-07-01,438,495,1847
1848-01-01,1689,322,1848
1848-01-01,2526,722,1848
1848-01-01,947,270,1848
1848-01-01,1178,1509,1848
1848-01-01,1508,1222,1848
1848-01-01,939,707,1848
1848-01-01,3365,1130,1848
1847-07-01,106,244,1847
1848-01-01,869,927,1848
1848-01-01,230,61,1848
1848-01-01,203,451,1848
1847-07-01,811,198,1847
1848-01-01,597,246,1848
2003-05-08,28,97,2003
2003-06-19,51,4917,2003
2003-06-05,28,129,2003
2003-05-29,41,1876,2003
2003-05-29,38,3302,2003
2003-05-22,60,141,2003
2003-05-08,47,616,2003
2003-05-01,46,2640,2003
2003-05-08,28,369,2003
2003-05-15,38,2135,2003
2003-05-29,60,1706,2003
2003-05-29,37,1298,2003
2003-06-05,47,3561,2003
2003-06-26,92,3403,2003
2003-06-26,68,1450,2003
2003-05-15,79,6128,2003
2003-05-01,49,2104,2003
2003-05-22,49,6610,2003
2003-05-08,40,134,2003
2003-05-01,38,2732,2003
2003-06-26,53,3757,2003
2003-05-15,41,451,2003
2003-01-09,64,1770,2003
2003-02-06,39,2315,2003
2003-01-30,163,7950,2003
2003-01-23,38,943,2003
2002-11-21,28,460,2002
2003-01-09,60,3303,2003
2002-11-21,27,171,2002
2003-01-23,43,2073,2003
2003-01-23,38,3056,2003
2003-01-23,27,747,2003
2002-12-05,38,1862,2002
2002-12-19,46,497,2002
2002-11-21,38,3629,2002
2002-12-12,72,1141,2002
2002-12-12,44,2230,2002
2002-12-12,27,1889,2002
2003-02-06,28,107,2003
2003-01-30,39,3812,2003
2002-12-19,29,187,2002
2003-02-10,39,233,2003
2002-11-21,78,1155,2002
2002-11-21,26,105,2002
1920-02-09,581,732,1920
1920-03-01,319,811,1920
1920-02-23,200,313,1920
1920-01-26,838,1512,1920
1920-03-01,666,1380,1920
1920-02-16,430,1230,1920
1920-02-23,2301,1663,1920
1920-03-01,677,2268,1920
1920-03-08,633,795,1920
1920-03-08,801,487,1920
1920-02-09,680,1769,1920
1920-03-01,354,961,1920
1920-02-16,1305,1341,1920
1920-02-02,293,763,1920
1920-02-16,1282,1129,1920
1920-01-26,331,1541,1920
1920-02-16,239,825,1920
1920-03-01,731,1107,1920
1879-01-01,101,54,1879
1879-01-01,663,1779,1879
1878-07-01,1500,824,1878
1879-01-01,12,34,1879
1879-01-01,4925,1790,1879
1878-07-01,165,172,1878
1878-07-01,2136,1277,1878
1878-07-01,280,2028,1878
1879-01-01,144,383,1879
1878-07-01,1427,1036,1878
1878-07-01,3605,2520,1878
1878-07-01,431,1107,1878
1879-01-01,287,908,1879
1878-07-01,222,1294,1878
1878-07-01,204,2700,1878
1878-07-01,1632,1597,1878
1879-01-01,1939,1713,1879
2002-02-28,50,3437,2002
2001-12-20,59,2027,2001
2001-12-06,30,214,2001
2002-03-07,22,74,2002
2002-02-14,31,3482,2002
2002-03-14,79,4936,2002
2001-12-13,17,73,2001
2002-02-14,29,101,2002
2002-03-14,64,6278,2002
2001-12-13,74,1219,2001
2002-03-07,37,270,2002
2002-02-07,52,3377,2002
2001-11-15,43,2821,2001
2002-01-31,39,795,2002
2001-12-13,58,1477,2001
2002-03-14,16,138,2002
2002-02-14,39,2111,2002
2002-01-14,16,387,2002
2002-02-07,28,99,2002
2001-12-06,41,3089,2001
2002-01-17,57,3707,2002
2002-01-17,39,3003,2002
2001-12-13,31,142,2001
2002-01-17,39,4373,2002
2002-01-10,38,4595,2002
2002-03-14,45,382,2002
1879-01-01,961,555,1879
1879-01-01,631,299,1879
1878-07-01,360,3262,1878
1878-07-01,1540,1611,1878
1879-01-01,142,1073,1879
1996-02-12,52,2047,1996
1996-01-22,30,241,1996
1996-01-16,27,175,1996
1996-02-12,68,3726,1996
1996-03-18,64,1662,1996
1996-02-26,28,180,1996
1996-03-04,41,1856,1996
1996-02-19,45,2801,1996
1996-02-12,45,152,1996
1996-02-12,62,1821,1996
1996-03-04,27,266,1996
1996-01-29,44,1960,1996
1996-01-08,53,1744,1996
1996-01-16,36,979,1996
1996-03-18,28,93,1996
1996-02-05,71,736,1996
1996-02-12,62,2409,1996
1996-01-16,34,1888,1996
1995-10-09,43,1381,1995
1995-12-18,36,225,1995
1995-11-06,38,2515,1995
1995-11-06,48,888,1995
1995-11-13,60,3368,1995
1995-12-04,42,491,1995
1995-10-30,43,81,1995
1995-10-09,48,810,1995
1995-10-09,37,1957,1995
1995-10-09,60,1447,1995
1995-10-30,35,2075,1995
1995-12-18,43,1970,1995
1995-10-09,54,4439,1995
1995-10-16,39,1467,1995
1995-10-30,40,1624,1995
1995-10-30,48,4725,1995
1995-10-30,39,1437,1995
1995-11-13,84,2529,1995
1995-11-27,71,285,1995
1995-12-11,66,1522,1995
1995-12-18,44,1557,1995
1995-12-18,46,726,1995
1995-10-09,42,794,1995
1995-10-30,35,1470,1995
1995-12-07,115,4885,1995
1995-11-06,32,1869,1995
1995-10-16,37,2411,1995
1995-10-16,37,1116,1995
1994-12-12,48,1035,1994
1995-02-27,38,1021,1995
1995-03-13,41,1044,1995
1995-02-20,48,7119,1995
1994-12-19,38,1720,1994
1995-01-23,36,738,1995
1995-01-09,29,1296,1995
1994-12-12,42,1954,1994
1994-12-19,38,1651,1994
1994-12-19,65,204,1994
1995-02-20,39,1835,1995
1995-02-20,66,3067,1995
1995-02-27,54,853,1995
1995-03-06,40,1450,1995
1995-03-13,48,426,1995
1995-01-30,49,785,1995
1994-12-12,43,1017,1994
1994-12-19,55,1430,1994
1995-01-30,50,822,1995
1995-01-23,53,2653,1995
1995-01-09,109,3201,1995
1995-01-09,41,1822,1995
1994-12-19,37,1629,1994
1995-02-27,41,827,1995
1995-01-09,131,403,1995
1994-12-12,43,1657,1994
1994-12-12,34,728,1994
1995-04-10,54,3561,1995
1995-03-27,37,2061,1995
1995-05-22,42,3878,1995
1995-06-05,66,3215,1995
1995-03-20,40,1456,1995
1995-04-03,38,1515,1995
1995-05-30,53,681,1995
1995-06-05,54,1566,1995
1995-05-22,60,1291,1995
1995-03-27,43,2840,1995
1995-05-30,43,339,1995
1995-04-10,47,1735,1995
1995-05-01,27,112,1995
1995-05-01,45,3221,1995
1995-03-27,51,1348,1995
1995-03-20,39,1706,1995
1995-05-15,47,1013,1995
1995-05-01,40,1379,1995
1995-05-22,43,2603,1995
1995-04-03,49,2930,1995
1995-05-30,38,1449,1995
1995-03-20,60,4746,1995
1995-07-10,37,917,1995
1995-10-02,43,1703,1995
1995-07-17,54,5301,1995
1995-07-10,35,427,1995
1995-06-12,27,90,1995
1995-07-03,40,550,1995
1995-07-10,28,156,1995
1995-09-11,27,80,1995
1995-07-17,50,4784,1995
1995-06-26,39,866,1995
1995-06-19,39,1553,1995
1995-07-17,37,765,1995
1995-10-02,39,1700,1995
1995-07-10,43,2243,1995
1995-06-12,47,1605,1995
1995-06-19,27,1860,1995
1995-07-10,43,2714,1995
1995-07-17,45,1529,1995
1995-07-17,28,96,1995
1995-09-11,37,389,1995
1995-07-03,39,1270,1995
1995-07-03,39,3466,1995
1995-09-18,28,192,1995
1995-10-02,43,544,1995
1995-07-03,47,2947,1995
1995-07-17,35,333,1995
1995-07-03,38,1701,1995
1995-07-17,43,1759,1995
1995-07-17,78,2896,1995
1995-09-18,48,1128,1995
1994-10-03,33,87,1994
1994-10-03,50,1257,1994
1994-12-05,29,357,1994
1994-10-24,37,1447,1994
1994-11-14,38,450,1994
1994-12-05,55,1239,1994
1994-10-03,39,1737,1994
1994-10-17,27,523,1994
1994-10-03,38,929,1994
1994-09-19,37,1306,1994
1994-10-24,27,628,1994
1994-11-14,28,116,1994
1994-12-05,46,1207,1994
1994-10-31,45,1800,1994
1994-10-17,39,1044,1994
1994-11-21,47,1995,1994
1994-11-04,53,199,1994
1994-12-05,38,1881,1994
1994-12-05,35,302,1994
1994-12-05,49,1771,1994
1994-10-17,33,202,1994
1994-10-17,27,96,1994
1994-09-19,28,94,1994
1994-12-06,22,292,1994
1994-12-05,47,1432,1994
1994-09-26,38,2046,1994
1994-11-07,98,922,1994
1994-10-10,44,683,1994
1994-10-10,42,1782,1994
1994-11-21,25,238,1994
1994-12-05,50,2377,1994
1994-10-17,27,82,1994
1994-10-10,52,3707,1994
1994-10-24,39,1172,1994
1994-06-06,45,1111,1994
1994-06-06,36,1654,1994
1994-07-11,47,2122,1994
1994-06-20,16,250,1994
1994-07-11,27,101,1994
1994-06-06,44,2077,1994
1994-06-20,49,864,1994
1994-05-31,52,997,1994
1994-06-27,35,81,1994
1994-07-05,48,3711,1994
1994-09-12,33,122,1994
1994-06-27,25,297,1994
1994-07-05,36,764,1994
1994-05-31,18,46,1994
1994-07-18,37,2046,1994
1994-06-20,39,1137,1994
1994-06-20,14,44,1994
1994-05-31,44,932,1994
1994-05-13,47,1562,1994
1994-06-27,34,577,1994
1994-07-18,70,1381,1994
1994-05-31,43,3082,1994
1994-05-09,78,1795,1994
1994-06-27,31,204,1994
1996-04-15,63,1362,1996
1996-05-20,27,222,1996
1996-04-29,40,1076,1996
1996-05-20,35,594,1996
1996-03-25,35,717,1996
1996-05-28,61,2315,1996
1996-04-15,38,1773,1996
1996-03-25,60,2035,1996
1996-04-29,51,2420,1996
1996-04-29,60,751,1996
1996-04-22,48,359,1996
1996-05-13,91,2592,1996
1996-05-13,58,1902,1996
1996-05-06,44,675,1996
2002-05-16,43,2323,2002
2002-04-18,24,166,2002
2002-04-25,69,9588,2002
2002-03-14,109,483,2002
2002-05-16,61,11516,2002
2002-05-16,45,5213,2002
2002-05-09,39,2921,2002
2002-04-04,51,1616,2002
2002-04-18,27,228,2002
2002-04-25,47,2738,2002
2002-05-02,48,2320,2002
2002-03-21,37,2890,2002
2002-03-21,39,1329,2002
2002-05-09,148,405,2002
2002-05-09,71,7671,2002
2002-05-16,158,2536,2002
2002-04-04,38,4014,2002
2002-05-16,143,2781,2002
2001-10-25,35,791,2001
2001-09-13,26,336,2001
2001-09-13,38,2018,2001
2001-10-11,27,825,2001
2001-10-11,46,3298,2001
2001-10-18,37,2297,2001
2001-10-25,41,1747,2001
2001-10-25,50,3581,2001
2001-10-11,49,1285,2001
2001-09-06,29,164,2001
2001-09-27,38,1939,2001
2001-09-27,41,759,2001
2001-09-06,33,275,2001
2001-11-08,100,2068,2001
2001-10-11,30,173,2001
2001-11-01,51,6451,2001
1832-07-01,74,821,1832
1833-01-01,108,537,1833
1830-07-01,91,1354,1830
1832-07-01,47,86,1832
1830-07-01,46,163,1830
1847-04-01,2350,2064,1847
1847-05-01,157,398,1847
1855-04-01,149,181,1855
1855-04-01,294,1592,1855
1832-07-01,66,555,1832
1835-07-01,193,905,1835
1849-04-01,233,1613,1849
1835-07-01,90,1215,1835
1854-04-20,532,816,1854
1847-08-01,183,745,1847
1840-08-01,192,1272,1840
1845-01-01,2158,1569,1845
1828-04-01,44,295,1828
1831-01-01,112,750,1831
1822-08-01,73,114,1822
1822-04-01,41,112,1822
1822-04-01,77,261,1822
1847-12-01,82,151,1847
1836-11-01,195,642,1836
1834-07-01,53,511,1834
1831-07-01,212,1450,1831
1832-07-01,114,726,1832
1832-07-01,75,1303,1832
1828-04-01,78,966,1828
1828-10-01,119,737,1828
1833-07-01,62,89,1833
